Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 233.20217158901505
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.3, 'num': 30},
 'Agriculture': {'acc': 0.367, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.333, 'num': 30},
 'Art': {'acc': 0.533, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.367, 'num': 30},
 'Biology': {'acc': 0.333, 'num': 30},
 'Chemistry': {'acc': 0.2, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.433, 'num': 30},
 'Design': {'acc': 0.5, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.1, 'num': 30},
 'Economics': {'acc': 0.567, 'num': 30},
 'Electronics': {'acc': 0.167, 'num': 30},
 'Energy_and_Power': {'acc': 0.333, 'num': 30},
 'Finance': {'acc': 0.3, 'num': 30},
 'Geography': {'acc': 0.233, 'num': 30},
 'History': {'acc': 0.4, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.2, 'num': 30},
 'Marketing': {'acc': 0.367, 'num': 30},
 'Materials': {'acc': 0.267, 'num': 30},
 'Math': {'acc': 0.333, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.333, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.337, 'num': 900},
 'Overall-Art and Design': {'acc': 0.467, 'num': 120},
 'Overall-Business': {'acc': 0.347, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.253, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.433, 'num': 120},
 'Overall-Science': {'acc': 0.253, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.319, 'num': 210},
 'Pharmacy': {'acc': 0.333, 'num': 30},
 'Physics': {'acc': 0.167, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.233, 'num': 30},
 'Sociology': {'acc': 0.4, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.337

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Generating test split: 100%|██████████| 380/380 [00:00<00:00, 24274.07 examples/s]

Loading datasets:  17%|█▋        | 5/30 [00:16<00:43,  1.74s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1580.73 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10792.45 examples/s]


Generating test split:   0%|          | 0/458 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 458/458 [00:00<00:00, 32016.52 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 2100.72 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12455.86 examples/s]


Generating test split:   0%|          | 0/408 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 408/408 [00:00<00:00, 40591.96 examples/s]

Loading datasets:  23%|██▎       | 7/30 [00:17<00:23,  1.03s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1658.22 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 7857.44 examples/s]


Generating test split:   0%|          | 0/305 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 305/305 [00:00<00:00, 8441.25 examples/s]

Loading datasets:  27%|██▋       | 8/30 [00:17<00:18,  1.16it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1340.20 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12288.00 examples/s]


Generating test split:   0%|          | 0/551 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 551/551 [00:00<00:00, 48935.17 examples/s]

Loading datasets:  30%|███       | 9/30 [00:18<00:19,  1.10it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1860.99 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11808.29 examples/s]


Generating test split:   0%|          | 0/430 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 430/430 [00:00<00:00, 16189.86 examples/s]

Loading datasets:  33%|███▎      | 10/30 [00:18<00:14,  1.42it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1509.29 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11979.16 examples/s]


Generating test split:   0%|          | 0/505 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 505/505 [00:00<00:00, 32267.81 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1641.73 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12414.08 examples/s]


Generating test split:   0%|          | 0/432 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 432/432 [00:00<00:00, 44539.09 examples/s]

Loading datasets:  40%|████      | 12/30 [00:19<00:08,  2.17it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 930.04 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2246.71 examples/s]


Generating test split:   0%|          | 0/325 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1938.22 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating test split: 100%|██████████| 325/325 [00:00<00:00, 4221.80 examples/s]

Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4242.24 examples/s]


Generating test split:   0%|          | 0/256 [00:00<?, ? examples/s][A
Loading datasets:  43%|████▎     | 13/30 [00:20<00:10,  1.56it/s]
Generating test split: 100%|██████████| 256/256 [00:00<00:00, 39919.02 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1763.35 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12399.40 examples/s]


Generating test split:   0%|          | 0/355 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 355/355 [00:00<00:00, 40676.90 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1382.89 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 5331.52 examples/s]


Generating test split:   0%|          | 0/565 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 565/565 [00:00<00:00, 6129.49 examples/s]

Loading datasets:  53%|█████▎    | 16/30 [00:20<00:05,  2.75it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1073.10 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2095.20 examples/s]


Generating test split:   0%|          | 0/252 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2458.55 examples/s][A
Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2450.83 examples/s]

Loading datasets:  57%|█████▋    | 17/30 [00:20<00:04,  2.94it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1364.27 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 5112.30 examples/s]


Generating test split:   0%|          | 0/278 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 278/278 [00:00<00:00, 3757.34 examples/s]

Loading datasets:  60%|██████    | 18/30 [00:21<00:03,  3.29it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 761.77 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10191.07 examples/s]


Generating test split:   0%|          | 0/603 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 603/603 [00:00<00:00, 20983.35 examples/s]

Loading datasets:  63%|██████▎   | 19/30 [00:21<00:03,  2.93it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1749.52 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10837.06 examples/s]


Generating test split:   0%|          | 0/509 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 509/509 [00:00<00:00, 26696.94 examples/s]

Loading datasets:  67%|██████▋   | 20/30 [00:22<00:03,  2.51it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 970.63 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3083.52 examples/s]


Generating test split:   0%|          | 0/334 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 334/334 [00:00<00:00, 3395.07 examples/s]

Loading datasets:  70%|███████   | 21/30 [00:22<00:04,  2.06it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1779.66 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12283.20 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 42276.12 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1217.72 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2433.50 examples/s]


Generating test split:   0%|          | 0/169 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 169/169 [00:00<00:00, 3100.33 examples/s]

Loading datasets:  77%|███████▋  | 23/30 [00:23<00:02,  2.84it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 802.80 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2586.36 examples/s]


Generating test split:   0%|          | 0/112 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 112/112 [00:00<00:00, 2901.70 examples/s]

Loading datasets:  80%|████████  | 24/30 [00:23<00:01,  3.15it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 730.77 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 586.01 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1068.99 examples/s]



Generating test split:   0%|          | 0/231 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 663.38 examples/s]


Generating test split:   0%|          | 0/162 [00:00<?, ? examples/s][A

Generating test split:  64%|██████▎   | 103/162 [00:00<00:00, 1007.36 examples/s][A


Generating test split:  42%|████▏     | 97/231 [00:00<00:00, 696.94 examples/s][A[A
Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1187.64 examples/s]

Loading datasets:  83%|████████▎ | 25/30 [00:24<00:02,  1.89it/s]
Generating test split: 100%|██████████| 231/231 [00:00<00:00, 1202.86 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 932.36 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 6596.89 examples/s]


Generating test split:   0%|          | 0/326 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 326/326 [00:00<00:00, 8830.46 examples/s]

Loading datasets:  90%|█████████ | 27/30 [00:29<00:04,  1.45s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 602.23 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1387.60 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A

Generating test split:  50%|█████     | 215/429 [00:00<00:00, 1261.04 examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1329.92 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4966.02 examples/s]



Generating test split:   0%|          | 0/345 [00:00<?, ? examples/s][A[A


Generating test split: 100%|██████████| 345/345 [00:00<00:00, 2931.80 examples/s][A[A
Generating test split: 100%|██████████| 345/345 [00:00<00:00, 2923.73 examples/s]

Loading datasets:  93%|█████████▎| 28/30 [00:30<00:02,  1.33s/it]

Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1144.29 examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1136.10 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 158.47 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A

Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 222.86 examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 212.79 examples/s]


Generating test split:   0%|          | 0/287 [00:00<?, ? examples/s][A

Generating test split:  29%|██▉       | 84/287 [00:00<00:00, 518.28 examples/s][A

Generating test split:  60%|█████▉    | 172/287 [00:00<00:00, 508.58 examples/s][A

Generating test split:  99%|█████████▉| 284/287 [00:00<00:00, 611.69 examples/s][A
Generating test split: 100%|██████████| 287/287 [00:00<00:00, 560.37 examples/s]

Loading datasets: 100%|██████████| 30/30 [00:33<00:00,  1.25s/it]
Loading datasets: 100%|██████████| 30/30 [00:33<00:00,  1.10s/it]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2730.27it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2729.02it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:25<6:25:05, 25.70s/it]
  0%|          | 2/900 [00:26<2:47:06, 11.16s/it]
  0%|          | 3/900 [00:27<1:38:00,  6.56s/it]
  0%|          | 4/900 [00:28<1:06:19,  4.44s/it]
  1%|          | 5/900 [00:29<44:50,  3.01s/it]  
  1%|          | 6/900 [00:30<37:04,  2.49s/it]
  1%|          | 7/900 [00:32<30:29,  2.05s/it]
  1%|          | 10/900 [00:33<16:40,  1.12s/it]
  1%|          | 11/900 [00:34<15:36,  1.05s/it]
  1%|▏         | 12/900 [00:34<12:38,  1.17it/s]
  1%|▏         | 13/900 [00:35<12:36,  1.17it/s]
  3%|▎         | 29/900 [00:35<02:02,  7.12it/s]
  5%|▌         | 49/900 [00:35<00:56, 15.00it/s]
 14%|█▍        | 129/900 [00:48<01:44,  7.35it/s]
 14%|█▍        | 130/900 [00:54<02:45,  4.64it/s]
 15%|█▍        | 133/900 [00:58<03:28,  3.68it/s]
 15%|█▌        | 135/900 [01:00<04:06,  3.11it/s]
 15%|█▌        | 137/900 [01:01<04:03,  3.13it/s]
 15%|█▌        | 138/900 [01:01<03:57,  3.21it/s]
 15%|█▌        | 139/900 [01:01<04:05,  3.11it/s]
 16%|█▌        | 140/900 [01:02<04:13,  2.99it/s]
 16%|█▌        | 141/900 [01:03<05:19,  2.38it/s]
 16%|█▌        | 142/900 [01:04<06:28,  1.95it/s]
 16%|█▌        | 145/900 [01:05<05:56,  2.12it/s]
 16%|█▌        | 146/900 [01:06<05:28,  2.30it/s]
 16%|█▋        | 148/900 [01:06<04:11,  2.99it/s]
 17%|█▋        | 150/900 [01:06<03:35,  3.48it/s]
 17%|█▋        | 151/900 [01:07<03:55,  3.18it/s]
 17%|█▋        | 152/900 [01:07<03:33,  3.50it/s]
 17%|█▋        | 153/900 [01:07<03:33,  3.51it/s]
 19%|█▉        | 169/900 [01:07<00:40, 17.89it/s]
 20%|██        | 182/900 [01:07<00:23, 30.20it/s]
 23%|██▎       | 208/900 [01:07<00:11, 58.03it/s]
 29%|██▊       | 258/900 [01:19<01:37,  6.60it/s]
 29%|██▉       | 259/900 [01:21<02:00,  5.31it/s]
 30%|██▉       | 266/900 [01:29<03:17,  3.21it/s]
 30%|███       | 271/900 [01:30<03:13,  3.26it/s]
 31%|███       | 275/900 [01:32<03:18,  3.15it/s]
 31%|███       | 278/900 [01:33<03:30,  2.96it/s]
 31%|███       | 280/900 [01:34<03:30,  2.94it/s]
 31%|███▏      | 282/900 [01:35<03:34,  2.88it/s]
 32%|███▏      | 284/900 [01:35<03:09,  3.25it/s]
 32%|███▏      | 285/900 [01:35<03:04,  3.33it/s]
 32%|███▏      | 286/900 [01:35<03:02,  3.36it/s]
 32%|███▏      | 288/900 [01:35<02:37,  3.90it/s]
 32%|███▏      | 289/900 [01:36<02:28,  4.12it/s]
 32%|███▏      | 290/900 [01:36<02:23,  4.25it/s]
 32%|███▏      | 291/900 [01:36<03:09,  3.21it/s]
 32%|███▏      | 292/900 [01:37<03:08,  3.22it/s]
 33%|███▎      | 293/900 [01:37<03:59,  2.54it/s]
 33%|███▎      | 296/900 [01:38<02:15,  4.45it/s]
 34%|███▍      | 309/900 [01:38<00:39, 15.03it/s]
 38%|███▊      | 341/900 [01:38<00:11, 47.35it/s]
 38%|███▊      | 341/900 [01:49<00:11, 47.35it/s]
 43%|████▎     | 386/900 [01:50<01:29,  5.76it/s]
 43%|████▎     | 387/900 [01:53<01:49,  4.68it/s]
 44%|████▍     | 394/900 [01:57<02:19,  3.63it/s]
 44%|████▍     | 399/900 [01:59<02:25,  3.43it/s]
 45%|████▍     | 403/900 [02:00<02:18,  3.59it/s]
 45%|████▌     | 406/900 [02:01<02:25,  3.40it/s]
 45%|████▌     | 408/900 [02:02<02:23,  3.44it/s]
 46%|████▌     | 410/900 [02:02<02:20,  3.49it/s]
 46%|████▌     | 412/900 [02:04<02:53,  2.81it/s]
 46%|████▌     | 413/900 [02:04<02:53,  2.81it/s]
 46%|████▌     | 414/900 [02:04<02:49,  2.87it/s]
 46%|████▌     | 415/900 [02:04<02:41,  3.00it/s]
 46%|████▋     | 417/900 [02:05<02:25,  3.32it/s]
 47%|████▋     | 419/900 [02:05<02:04,  3.87it/s]
 47%|████▋     | 422/900 [02:06<01:42,  4.68it/s]
 47%|████▋     | 423/900 [02:06<01:47,  4.42it/s]
 47%|████▋     | 424/900 [02:06<01:45,  4.51it/s]
 47%|████▋     | 425/900 [02:06<01:36,  4.94it/s]
 47%|████▋     | 426/900 [02:06<01:27,  5.41it/s]
 47%|████▋     | 427/900 [02:07<01:30,  5.24it/s]
 48%|████▊     | 428/900 [02:07<01:39,  4.72it/s]
 48%|████▊     | 429/900 [02:07<02:21,  3.32it/s]
 48%|████▊     | 430/900 [02:08<02:44,  2.85it/s]
 48%|████▊     | 431/900 [02:08<02:19,  3.36it/s]
 48%|████▊     | 432/900 [02:09<03:29,  2.24it/s]
 48%|████▊     | 433/900 [02:10<04:48,  1.62it/s]
 48%|████▊     | 434/900 [02:10<03:52,  2.01it/s]
 52%|█████▏    | 466/900 [02:10<00:19, 22.73it/s]
 57%|█████▋    | 515/900 [02:21<00:59,  6.46it/s]
 57%|█████▋    | 516/900 [02:22<01:09,  5.49it/s]
 58%|█████▊    | 519/900 [02:25<01:34,  4.02it/s]
 58%|█████▊    | 521/900 [02:27<01:45,  3.59it/s]
 58%|█████▊    | 523/900 [02:27<01:42,  3.69it/s]
 58%|█████▊    | 524/900 [02:27<01:42,  3.67it/s]
 58%|█████▊    | 525/900 [02:28<01:48,  3.44it/s]
 58%|█████▊    | 526/900 [02:28<01:46,  3.50it/s]
 59%|█████▊    | 527/900 [02:29<01:47,  3.46it/s]
 59%|█████▊    | 528/900 [02:29<01:40,  3.70it/s]
 59%|█████▉    | 529/900 [02:30<02:31,  2.45it/s]
 59%|█████▉    | 531/900 [02:30<01:59,  3.10it/s]
 59%|█████▉    | 532/900 [02:31<02:16,  2.70it/s]
 60%|█████▉    | 536/900 [02:31<01:35,  3.80it/s]
 60%|█████▉    | 537/900 [02:32<01:47,  3.38it/s]
 60%|█████▉    | 538/900 [02:32<02:05,  2.87it/s]
