Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 191.33999865013175
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.333, 'num': 30},
 'Agriculture': {'acc': 0.333, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.367, 'num': 30},
 'Art': {'acc': 0.433, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.5, 'num': 30},
 'Biology': {'acc': 0.367, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.233, 'num': 30},
 'Computer_Science': {'acc': 0.367, 'num': 30},
 'Design': {'acc': 0.667, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.333, 'num': 30},
 'Economics': {'acc': 0.4, 'num': 30},
 'Electronics': {'acc': 0.1, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.2, 'num': 30},
 'Geography': {'acc': 0.333, 'num': 30},
 'History': {'acc': 0.3, 'num': 30},
 'Literature': {'acc': 0.633, 'num': 30},
 'Manage': {'acc': 0.167, 'num': 30},
 'Marketing': {'acc': 0.3, 'num': 30},
 'Materials': {'acc': 0.2, 'num': 30},
 'Math': {'acc': 0.167, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.267, 'num': 30},
 'Music': {'acc': 0.3, 'num': 30},
 'Overall': {'acc': 0.352, 'num': 900},
 'Overall-Art and Design': {'acc': 0.483, 'num': 120},
 'Overall-Business': {'acc': 0.28, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.367, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.5, 'num': 120},
 'Overall-Science': {'acc': 0.293, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.276, 'num': 210},
 'Pharmacy': {'acc': 0.467, 'num': 30},
 'Physics': {'acc': 0.367, 'num': 30},
 'Psychology': {'acc': 0.467, 'num': 30},
 'Public_Health': {'acc': 0.3, 'num': 30},
 'Sociology': {'acc': 0.6, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.352

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Generating test split:   0%|          | 0/112 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 112/112 [00:00<00:00, 2969.34 examples/s]

Loading datasets:  17%|█▋        | 5/30 [00:18<00:47,  1.89s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1211.39 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3725.18 examples/s]


Generating test split:   0%|          | 0/325 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 325/325 [00:00<00:00, 4848.68 examples/s]

Loading datasets:  20%|██        | 6/30 [00:18<00:32,  1.35s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1722.51 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12652.50 examples/s]


Generating test split:   0%|          | 0/408 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 408/408 [00:00<00:00, 37604.68 examples/s]

Loading datasets:  23%|██▎       | 7/30 [00:18<00:22,  1.04it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 844.67 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 866.30 examples/s]


Generating test split:   0%|          | 0/162 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1293.26 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10650.85 examples/s]



Generating test split:   0%|          | 0/371 [00:00<?, ? examples/s][A[A
Generating test split: 100%|██████████| 371/371 [00:00<00:00, 19125.24 examples/s]

Loading datasets:  27%|██▋       | 8/30 [00:19<00:18,  1.18it/s]

Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1525.56 examples/s][A
Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1520.65 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1019.82 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2221.25 examples/s]


Generating test split:   0%|          | 0/252 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2516.47 examples/s][A
Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2508.41 examples/s]

Loading datasets:  33%|███▎      | 10/30 [00:19<00:09,  2.07it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1165.41 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8769.80 examples/s]


Generating test split:   0%|          | 0/505 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 505/505 [00:00<00:00, 28443.79 examples/s]

Loading datasets:  37%|███▋      | 11/30 [00:19<00:07,  2.47it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 794.89 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1661.26 examples/s]


Generating test split:   0%|          | 0/231 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1782.69 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A

Generating test split:  42%|████▏     | 97/231 [00:00<00:00, 834.14 examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8225.74 examples/s]



Generating test split:   0%|          | 0/305 [00:00<?, ? examples/s][A[A
Generating test split: 100%|██████████| 305/305 [00:00<00:00, 9192.28 examples/s]

Loading datasets:  40%|████      | 12/30 [00:20<00:08,  2.09it/s]
Generating test split: 100%|██████████| 231/231 [00:00<00:00, 1381.36 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1736.77 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10071.16 examples/s]


Generating test split:   0%|          | 0/181 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 181/181 [00:00<00:00, 30999.14 examples/s]

Loading datasets:  47%|████▋     | 14/30 [00:20<00:05,  2.84it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1681.35 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8405.98 examples/s]


Generating test split:   0%|          | 0/326 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 326/326 [00:00<00:00, 9676.88 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1812.26 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 14819.12 examples/s]


Generating test split:   0%|          | 0/551 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 551/551 [00:00<00:00, 53093.68 examples/s]

Loading datasets:  53%|█████▎    | 16/30 [00:21<00:03,  3.66it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 808.49 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2056.80 examples/s]


Generating test split:   0%|          | 0/169 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 169/169 [00:00<00:00, 3006.08 examples/s]

Loading datasets:  57%|█████▋    | 17/30 [00:21<00:04,  2.81it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1781.63 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10546.40 examples/s]


Generating test split:   0%|          | 0/603 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 603/603 [00:00<00:00, 22930.29 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1288.97 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 7069.05 examples/s]


Generating test split:   0%|          | 0/430 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 430/430 [00:00<00:00, 15325.89 examples/s]

Loading datasets:  63%|██████▎   | 19/30 [00:22<00:02,  3.79it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1897.36 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12751.23 examples/s]


Generating test split:   0%|          | 0/256 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 256/256 [00:00<00:00, 48260.23 examples/s]

Loading datasets:  67%|██████▋   | 20/30 [00:22<00:02,  4.04it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1848.20 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11201.74 examples/s]


Generating test split:   0%|          | 0/432 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 432/432 [00:00<00:00, 47314.06 examples/s]

Loading datasets:  70%|███████   | 21/30 [00:22<00:02,  3.97it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1393.46 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 9499.41 examples/s]


Generating test split:   0%|          | 0/509 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 509/509 [00:00<00:00, 23534.67 examples/s]

Loading datasets:  73%|███████▎  | 22/30 [00:22<00:02,  3.69it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1748.06 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 14111.15 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 38714.15 examples/s]

Loading datasets:  77%|███████▋  | 23/30 [00:23<00:02,  3.22it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1156.48 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 6423.13 examples/s]


Generating test split:   0%|          | 0/458 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 458/458 [00:00<00:00, 20760.29 examples/s]

Loading datasets:  80%|████████  | 24/30 [00:23<00:01,  3.92it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1309.17 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3844.58 examples/s]


Generating test split:   0%|          | 0/345 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 345/345 [00:00<00:00, 3638.53 examples/s]

Loading datasets:  83%|████████▎ | 25/30 [00:23<00:01,  3.35it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 551.24 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 427.77 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2416.44 examples/s]



Generating test split:   0%|          | 0/278 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2226.43 examples/s]


Generating test split:   0%|          | 0/334 [00:00<?, ? examples/s][A


Generating test split:  87%|████████▋ | 241/278 [00:00<00:00, 2263.99 examples/s][A[A
Generating test split: 100%|██████████| 278/278 [00:00<00:00, 2340.62 examples/s]


Generating test split: 100%|██████████| 334/334 [00:00<00:00, 2725.77 examples/s][A
Generating test split: 100%|██████████| 334/334 [00:00<00:00, 2714.78 examples/s]

Loading datasets:  87%|████████▋ | 26/30 [00:25<00:02,  1.76it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 977.65 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4743.79 examples/s]


Generating test split:   0%|          | 0/565 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 565/565 [00:00<00:00, 6355.65 examples/s]

Loading datasets:  93%|█████████▎| 28/30 [00:25<00:00,  2.00it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 234.95 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 301.05 examples/s]


Generating test split:   0%|          | 0/287 [00:00<?, ? examples/s][A

Generating test split:  29%|██▉       | 84/287 [00:00<00:00, 550.06 examples/s][A

Generating test split:  60%|█████▉    | 172/287 [00:00<00:00, 560.85 examples/s][A

Generating test split:  99%|█████████▉| 284/287 [00:00<00:00, 674.92 examples/s][A
Generating test split: 100%|██████████| 287/287 [00:00<00:00, 622.69 examples/s]

Loading datasets:  97%|█████████▋| 29/30 [00:27<00:00,  1.15it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 464.94 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1118.82 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A

Generating test split:  50%|█████     | 215/429 [00:00<00:00, 1400.18 examples/s][A

Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1306.48 examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1279.75 examples/s]

Loading datasets: 100%|██████████| 30/30 [00:32<00:00,  1.89s/it]
Loading datasets: 100%|██████████| 30/30 [00:32<00:00,  1.09s/it]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2742.09it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2741.31it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:20<5:11:28, 20.79s/it]
  0%|          | 2/900 [00:21<2:14:42,  9.00s/it]
  0%|          | 3/900 [00:21<1:14:50,  5.01s/it]
  0%|          | 4/900 [00:24<1:02:31,  4.19s/it]
  1%|          | 6/900 [00:25<30:37,  2.06s/it]  
  1%|          | 7/900 [00:25<25:00,  1.68s/it]
  1%|          | 9/900 [00:26<14:57,  1.01s/it]
  1%|          | 10/900 [00:27<14:51,  1.00s/it]
  1%|          | 11/900 [00:28<15:00,  1.01s/it]
  1%|▏         | 12/900 [00:28<13:12,  1.12it/s]
  3%|▎         | 28/900 [00:28<01:59,  7.31it/s]
  5%|▌         | 45/900 [00:29<00:56, 15.02it/s]
 14%|█▍        | 129/900 [00:39<01:29,  8.61it/s]
 14%|█▍        | 130/900 [00:43<02:03,  6.21it/s]
 15%|█▍        | 133/900 [00:44<02:08,  5.96it/s]
 15%|█▌        | 136/900 [00:45<02:18,  5.51it/s]
 15%|█▌        | 138/900 [00:46<02:41,  4.72it/s]
 16%|█▌        | 140/900 [00:47<03:05,  4.11it/s]
 16%|█▌        | 142/900 [00:48<02:57,  4.27it/s]
 16%|█▌        | 146/900 [00:48<02:21,  5.31it/s]
 16%|█▋        | 148/900 [00:48<02:24,  5.19it/s]
 17%|█▋        | 150/900 [00:49<02:47,  4.48it/s]
 17%|█▋        | 151/900 [00:49<02:59,  4.16it/s]
 17%|█▋        | 153/900 [00:50<03:20,  3.73it/s]
 17%|█▋        | 155/900 [00:50<02:45,  4.51it/s]
 17%|█▋        | 156/900 [00:51<03:57,  3.13it/s]
 17%|█▋        | 157/900 [00:51<03:43,  3.32it/s]
 18%|█▊        | 158/900 [00:51<03:33,  3.47it/s]
 18%|█▊        | 160/900 [00:53<05:06,  2.41it/s]
 18%|█▊        | 161/900 [00:53<04:34,  2.69it/s]
 18%|█▊        | 162/900 [00:54<05:46,  2.13it/s]
 18%|█▊        | 163/900 [00:54<05:53,  2.09it/s]
 20%|█▉        | 179/900 [00:54<00:56, 12.70it/s]
 22%|██▏       | 199/900 [00:55<00:34, 20.57it/s]
 29%|██▊       | 257/900 [01:04<01:24,  7.65it/s]
 29%|██▉       | 260/900 [01:09<02:04,  5.14it/s]
 29%|██▉       | 263/900 [01:09<02:00,  5.29it/s]
 29%|██▉       | 265/900 [01:10<02:08,  4.96it/s]
 30%|██▉       | 267/900 [01:10<02:08,  4.94it/s]
 30%|██▉       | 269/900 [01:12<02:38,  3.98it/s]
 30%|███       | 270/900 [01:12<03:03,  3.43it/s]
 30%|███       | 272/900 [01:13<02:50,  3.69it/s]
 31%|███       | 277/900 [01:13<02:14,  4.62it/s]
 31%|███       | 279/900 [01:14<02:30,  4.14it/s]
 31%|███       | 281/900 [01:14<02:19,  4.42it/s]
 31%|███▏      | 282/900 [01:15<02:18,  4.47it/s]
 32%|███▏      | 285/900 [01:15<01:49,  5.62it/s]
 32%|███▏      | 286/900 [01:15<02:00,  5.09it/s]
 32%|███▏      | 287/900 [01:16<02:28,  4.12it/s]
 32%|███▏      | 288/900 [01:16<02:19,  4.39it/s]
 32%|███▏      | 289/900 [01:16<02:15,  4.51it/s]
 32%|███▏      | 290/900 [01:16<02:17,  4.42it/s]
 32%|███▏      | 292/900 [01:17<02:36,  3.89it/s]
 33%|███▎      | 294/900 [01:17<01:52,  5.36it/s]
 33%|███▎      | 295/900 [01:17<02:20,  4.31it/s]
 33%|███▎      | 296/900 [01:18<02:57,  3.40it/s]
 33%|███▎      | 298/900 [01:18<02:16,  4.41it/s]
 33%|███▎      | 299/900 [01:19<02:45,  3.64it/s]
 33%|███▎      | 300/900 [01:19<02:53,  3.46it/s]
 33%|███▎      | 301/900 [01:19<02:48,  3.55it/s]
 34%|███▎      | 303/900 [01:20<04:07,  2.42it/s]
 34%|███▍      | 304/900 [01:21<04:09,  2.39it/s]
 34%|███▍      | 305/900 [01:21<03:51,  2.57it/s]
 34%|███▍      | 306/900 [01:22<04:01,  2.46it/s]
 35%|███▍      | 311/900 [01:22<01:35,  6.16it/s]
 36%|███▌      | 322/900 [01:22<00:39, 14.68it/s]
 43%|████▎     | 385/900 [01:30<01:02,  8.25it/s]
 43%|████▎     | 387/900 [01:34<01:33,  5.47it/s]
 43%|████▎     | 389/900 [01:34<01:37,  5.26it/s]
 43%|████▎     | 390/900 [01:35<01:38,  5.18it/s]
 44%|████▎     | 393/900 [01:35<01:30,  5.59it/s]
 44%|████▍     | 394/900 [01:35<01:36,  5.25it/s]
 44%|████▍     | 395/900 [01:36<01:41,  4.96it/s]
 44%|████▍     | 396/900 [01:36<01:40,  5.03it/s]
 44%|████▍     | 398/900 [01:36<01:41,  4.96it/s]
 44%|████▍     | 399/900 [01:37<01:58,  4.24it/s]
 44%|████▍     | 400/900 [01:37<02:31,  3.30it/s]
 45%|████▍     | 401/900 [01:38<02:30,  3.31it/s]
 45%|████▍     | 402/900 [01:38<03:03,  2.72it/s]
 45%|████▍     | 403/900 [01:39<02:54,  2.85it/s]
 45%|████▌     | 405/900 [01:39<02:21,  3.50it/s]
 45%|████▌     | 409/900 [01:39<01:18,  6.29it/s]
 46%|████▌     | 410/900 [01:40<01:34,  5.17it/s]
 46%|████▌     | 412/900 [01:40<02:11,  3.70it/s]
 46%|████▌     | 414/900 [01:41<01:51,  4.35it/s]
 46%|████▌     | 415/900 [01:41<01:49,  4.41it/s]
 46%|████▋     | 418/900 [01:41<01:30,  5.35it/s]
 47%|████▋     | 420/900 [01:42<01:30,  5.32it/s]
 47%|████▋     | 421/900 [01:42<01:54,  4.19it/s]
 47%|████▋     | 422/900 [01:42<01:44,  4.58it/s]
 47%|████▋     | 423/900 [01:43<01:56,  4.09it/s]
 47%|████▋     | 424/900 [01:43<02:08,  3.71it/s]
 47%|████▋     | 426/900 [01:44<02:03,  3.83it/s]
 47%|████▋     | 427/900 [01:44<02:11,  3.60it/s]
 48%|████▊     | 429/900 [01:44<01:56,  4.05it/s]
 48%|████▊     | 430/900 [01:44<01:55,  4.09it/s]
