Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 198.51317533501424
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.267, 'num': 30},
 'Agriculture': {'acc': 0.267, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.167, 'num': 30},
 'Art': {'acc': 0.4, 'num': 30},
 'Art_Theory': {'acc': 0.533, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.333, 'num': 30},
 'Biology': {'acc': 0.2, 'num': 30},
 'Chemistry': {'acc': 0.233, 'num': 30},
 'Clinical_Medicine': {'acc': 0.367, 'num': 30},
 'Computer_Science': {'acc': 0.367, 'num': 30},
 'Design': {'acc': 0.667, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.333, 'num': 30},
 'Economics': {'acc': 0.533, 'num': 30},
 'Electronics': {'acc': 0.233, 'num': 30},
 'Energy_and_Power': {'acc': 0.3, 'num': 30},
 'Finance': {'acc': 0.267, 'num': 30},
 'Geography': {'acc': 0.267, 'num': 30},
 'History': {'acc': 0.367, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.367, 'num': 30},
 'Materials': {'acc': 0.1, 'num': 30},
 'Math': {'acc': 0.367, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.2, 'num': 30},
 'Music': {'acc': 0.333, 'num': 30},
 'Overall': {'acc': 0.334, 'num': 900},
 'Overall-Art and Design': {'acc': 0.483, 'num': 120},
 'Overall-Business': {'acc': 0.34, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.327, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.433, 'num': 120},
 'Overall-Science': {'acc': 0.28, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.233, 'num': 210},
 'Pharmacy': {'acc': 0.267, 'num': 30},
 'Physics': {'acc': 0.333, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.333, 'num': 30},
 'Sociology': {'acc': 0.433, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.334

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Generating test split: 100%|██████████| 430/430 [00:00<00:00, 16460.86 examples/s]

Loading datasets:  17%|█▋        | 5/30 [00:18<00:47,  1.90s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1609.97 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11360.52 examples/s]


Generating test split:   0%|          | 0/380 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 380/380 [00:00<00:00, 25982.78 examples/s]

Loading datasets:  20%|██        | 6/30 [00:18<00:34,  1.43s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 527.31 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1158.15 examples/s]


Generating test split:   0%|          | 0/231 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1053.10 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2756.51 examples/s]



Generating test split:   0%|          | 0/278 [00:00<?, ? examples/s][A[A

Generating test split:  42%|████▏     | 97/231 [00:00<00:00, 776.41 examples/s][A
Generating test split: 100%|██████████| 231/231 [00:00<00:00, 1183.13 examples/s]

Loading datasets:  23%|██▎       | 7/30 [00:19<00:32,  1.41s/it]


Generating test split:  87%|████████▋ | 241/278 [00:00<00:00, 2317.85 examples/s][A[A
Generating test split: 100%|██████████| 278/278 [00:00<00:00, 2365.74 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 882.86 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2202.27 examples/s]


Generating test split:   0%|          | 0/169 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 169/169 [00:00<00:00, 2633.32 examples/s]

Loading datasets:  30%|███       | 9/30 [00:20<00:18,  1.17it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1183.36 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12671.61 examples/s]


Generating test split:   0%|          | 0/408 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 408/408 [00:00<00:00, 31756.75 examples/s]

Loading datasets:  33%|███▎      | 10/30 [00:20<00:15,  1.31it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1231.52 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4761.57 examples/s]


Generating test split:   0%|          | 0/565 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 565/565 [00:00<00:00, 5066.57 examples/s][A
Generating test split: 100%|██████████| 565/565 [00:00<00:00, 5051.19 examples/s]

Loading datasets:  37%|███▋      | 11/30 [00:20<00:12,  1.55it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1617.42 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12209.31 examples/s]


Generating test split:   0%|          | 0/603 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 603/603 [00:00<00:00, 19560.29 examples/s]

Loading datasets:  40%|████      | 12/30 [00:21<00:10,  1.72it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1042.53 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3519.01 examples/s]


Generating test split:   0%|          | 0/345 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 345/345 [00:00<00:00, 3651.32 examples/s]

Loading datasets:  43%|████▎     | 13/30 [00:21<00:09,  1.85it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1881.19 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11446.29 examples/s]


Generating test split:   0%|          | 0/181 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 181/181 [00:00<00:00, 25285.41 examples/s]

Loading datasets:  47%|████▋     | 14/30 [00:22<00:07,  2.01it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1844.14 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 7396.93 examples/s]


Generating test split:   0%|          | 0/245 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 245/245 [00:00<00:00, 11350.23 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1037.06 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2114.63 examples/s]


Generating test split:   0%|          | 0/252 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2231.68 examples/s][A
Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2225.23 examples/s]

Loading datasets:  53%|█████▎    | 16/30 [00:22<00:04,  3.15it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 699.35 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1113.61 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8953.26 examples/s]



Generating test split:   0%|          | 0/509 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4195.14 examples/s]


Generating test split:   0%|          | 0/305 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 509/509 [00:00<00:00, 19150.53 examples/s]

Loading datasets:  57%|█████▋    | 17/30 [00:22<00:04,  2.73it/s]
Generating test split: 100%|██████████| 305/305 [00:00<00:00, 6210.95 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1769.60 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10186.94 examples/s]


Generating test split:   0%|          | 0/371 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 371/371 [00:00<00:00, 16794.60 examples/s]

Loading datasets:  63%|██████▎   | 19/30 [00:23<00:03,  3.14it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1684.73 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10649.95 examples/s]


Generating test split:   0%|          | 0/432 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 432/432 [00:00<00:00, 42728.37 examples/s]

Loading datasets:  67%|██████▋   | 20/30 [00:23<00:03,  3.30it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1422.09 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11430.70 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 37645.80 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 878.28 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3068.18 examples/s]


Generating test split:   0%|          | 0/325 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 325/325 [00:00<00:00, 4032.22 examples/s]

Loading datasets:  73%|███████▎  | 22/30 [00:23<00:02,  3.82it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1604.92 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10987.52 examples/s]


Generating test split:   0%|          | 0/267 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 267/267 [00:00<00:00, 32326.28 examples/s]

Loading datasets:  77%|███████▋  | 23/30 [00:24<00:02,  3.21it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1695.22 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 7278.41 examples/s]


Generating test split:   0%|          | 0/326 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 326/326 [00:00<00:00, 7534.40 examples/s]

Loading datasets:  80%|████████  | 24/30 [00:24<00:01,  3.34it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 686.69 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1894.13 examples/s]


Generating test split:   0%|          | 0/112 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 112/112 [00:00<00:00, 2107.98 examples/s]

Loading datasets:  83%|████████▎ | 25/30 [00:25<00:01,  2.67it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1326.56 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4055.08 examples/s]


Generating test split:   0%|          | 0/334 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 334/334 [00:00<00:00, 3303.26 examples/s][A
Generating test split: 100%|██████████| 334/334 [00:00<00:00, 3290.94 examples/s]

Loading datasets:  87%|████████▋ | 26/30 [00:25<00:01,  2.98it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1066.06 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8117.48 examples/s]


Generating test split:   0%|          | 0/551 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 551/551 [00:00<00:00, 35248.94 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 769.03 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 812.16 examples/s]


Generating test split:   0%|          | 0/162 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1464.46 examples/s][A
Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1459.32 examples/s]

Loading datasets:  93%|█████████▎| 28/30 [00:27<00:01,  1.93it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 513.27 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1215.95 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A

Generating test split:  18%|█▊        | 77/429 [00:00<00:00, 741.87 examples/s][A

Generating test split:  68%|██████▊   | 292/429 [00:00<00:00, 1070.94 examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1209.40 examples/s]

Loading datasets:  97%|█████████▋| 29/30 [00:29<00:00,  1.13it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 272.98 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A

Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 267.50 examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 251.11 examples/s]


Generating test split:   0%|          | 0/287 [00:00<?, ? examples/s][A

Generating test split:  10%|▉         | 28/287 [00:00<00:00, 275.43 examples/s][A

Generating test split:  49%|████▉     | 140/287 [00:00<00:00, 633.08 examples/s][A

Generating test split:  79%|███████▉  | 228/287 [00:00<00:00, 523.08 examples/s][A
Generating test split: 100%|██████████| 287/287 [00:00<00:00, 536.71 examples/s]

Loading datasets: 100%|██████████| 30/30 [00:42<00:00,  4.03s/it]
Loading datasets: 100%|██████████| 30/30 [00:42<00:00,  1.42s/it]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2743.39it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2742.30it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:25<6:27:13, 25.84s/it]
  0%|          | 2/900 [00:26<2:46:47, 11.14s/it]
  0%|          | 3/900 [00:27<1:38:25,  6.58s/it]
  0%|          | 4/900 [00:28<1:04:37,  4.33s/it]
  1%|          | 5/900 [00:30<50:39,  3.40s/it]  
  1%|          | 6/900 [00:31<36:50,  2.47s/it]
  1%|          | 7/900 [00:31<28:30,  1.92s/it]
  3%|▎         | 23/900 [00:32<03:27,  4.22it/s]
  4%|▍         | 39/900 [00:32<01:40,  8.57it/s]
 14%|█▍        | 129/900 [00:46<01:54,  6.75it/s]
 15%|█▍        | 131/900 [00:48<02:14,  5.73it/s]
 15%|█▍        | 134/900 [00:51<02:41,  4.75it/s]
 15%|█▌        | 136/900 [00:52<02:54,  4.38it/s]
 15%|█▌        | 138/900 [00:54<03:23,  3.74it/s]
 15%|█▌        | 139/900 [00:54<03:25,  3.70it/s]
 16%|█▌        | 140/900 [00:54<03:26,  3.67it/s]
 16%|█▌        | 141/900 [00:55<03:47,  3.33it/s]
 16%|█▌        | 142/900 [00:56<04:12,  3.00it/s]
 16%|█▌        | 143/900 [00:56<04:05,  3.09it/s]
 16%|█▌        | 144/900 [00:58<07:43,  1.63it/s]
 16%|█▌        | 146/900 [00:59<07:08,  1.76it/s]
 16%|█▋        | 147/900 [01:00<07:10,  1.75it/s]
 16%|█▋        | 148/900 [01:00<06:13,  2.01it/s]
 18%|█▊        | 164/900 [01:00<01:24,  8.71it/s]
 27%|██▋       | 245/900 [01:01<00:11, 56.28it/s]
 30%|██▉       | 267/900 [01:19<02:23,  4.40it/s]
 30%|██▉       | 268/900 [01:20<02:23,  4.41it/s]
 32%|███▏      | 284/900 [01:29<03:23,  3.03it/s]
 33%|███▎      | 295/900 [01:31<02:59,  3.37it/s]
 34%|███▎      | 303/900 [01:31<02:27,  4.05it/s]
 38%|███▊      | 339/900 [01:32<01:06,  8.46it/s]
 43%|████▎     | 386/900 [01:39<01:08,  7.47it/s]
 44%|████▍     | 394/900 [01:46<01:52,  4.52it/s]
 44%|████▍     | 400/900 [01:48<01:54,  4.37it/s]
 45%|████▍     | 404/900 [01:50<02:01,  4.08it/s]
 45%|████▌     | 407/900 [01:51<02:05,  3.93it/s]
 46%|████▌     | 410/900 [01:52<02:09,  3.79it/s]
 46%|████▌     | 412/900 [01:52<02:10,  3.75it/s]
 46%|████▌     | 414/900 [01:53<02:09,  3.75it/s]
 46%|████▌     | 415/900 [01:53<02:10,  3.72it/s]
 46%|████▋     | 417/900 [01:54<02:19,  3.46it/s]
 47%|████▋     | 420/900 [01:54<01:57,  4.07it/s]
 47%|████▋     | 421/900 [01:55<02:01,  3.95it/s]
 47%|████▋     | 422/900 [01:55<02:25,  3.29it/s]
 47%|████▋     | 424/900 [01:56<02:11,  3.62it/s]
 47%|████▋     | 425/900 [01:56<02:20,  3.38it/s]
 47%|████▋     | 427/900 [01:57<02:57,  2.66it/s]
 48%|████▊     | 428/900 [01:58<03:08,  2.50it/s]
 49%|████▉     | 444/900 [01:58<00:42, 10.64it/s]
 53%|█████▎    | 480/900 [01:58<00:15, 27.27it/s]
 57%|█████▋    | 514/900 [02:09<01:05,  5.92it/s]
 57%|█████▋    | 515/900 [02:12<01:29,  4.29it/s]
 58%|█████▊    | 518/900 [02:15<01:50,  3.47it/s]
 58%|█████▊    | 520/900 [02:16<02:02,  3.10it/s]
 58%|█████▊    | 522/900 [02:17<01:59,  3.16it/s]
 58%|█████▊    | 523/900 [02:18<02:04,  3.03it/s]
 58%|█████▊    | 524/900 [02:18<01:59,  3.15it/s]
 58%|█████▊    | 525/900 [02:18<01:57,  3.20it/s]
 59%|█████▊    | 527/900 [02:19<02:08,  2.91it/s]
 59%|█████▊    | 528/900 [02:19<02:13,  2.79it/s]
 59%|█████▉    | 529/900 [02:20<02:07,  2.90it/s]
 59%|█████▉    | 531/900 [02:20<01:49,  3.37it/s]
 59%|█████▉    | 532/900 [02:20<01:42,  3.61it/s]
 59%|█████▉    | 533/900 [02:21<01:49,  3.35it/s]
 59%|█████▉    | 534/900 [02:21<01:46,  3.43it/s]
 59%|█████▉    | 535/900 [02:21<01:41,  3.61it/s]
 60%|█████▉    | 536/900 [02:22<02:18,  2.63it/s]
 60%|█████▉    | 538/900 [02:22<01:31,  3.95it/s]
 60%|█████▉    | 539/900 [02:22<01:52,  3.20it/s]
 60%|██████    | 540/900 [02:23<02:02,  2.94it/s]
 60%|██████    | 541/900 [02:23<01:59,  2.99it/s]
 60%|██████    | 542/900 [02:23<01:44,  3.41it/s]
 60%|██████    | 543/900 [02:24<01:42,  3.47it/s]
 60%|██████    | 544/900 [02:25<03:01,  1.96it/s]
 61%|██████    | 545/900 [02:25<02:30,  2.36it/s]
 61%|██████    | 547/900 [02:26<02:46,  2.12it/s]
 61%|██████    | 548/900 [02:26<02:17,  2.56it/s]
 61%|██████    | 549/900 [02:26<01:59,  2.93it/s]
 61%|██████    | 550/900 [02:27<02:19,  2.50it/s]
 61%|██████▏   | 552/900 [02:27<01:32,  3.75it/s]
 62%|██████▏   | 554/900 [02:28<01:53,  3.04it/s]
 62%|██████▏   | 555/900 [02:28<01:45,  3.28it/s]
 62%|██████▏   | 556/900 [02:29<02:14,  2.57it/s]
 62%|██████▏   | 557/900 [02:29<02:38,  2.17it/s]
 62%|██████▏   | 559/900 [02:30<02:33,  2.22it/s]
 62%|██████▏   | 562/900 [02:31<01:45,  3.21it/s]
 63%|██████▎   | 563/900 [02:31<02:04,  2.71it/s]
 63%|██████▎   | 564/900 [02:33<03:25,  1.64it/s]
 63%|██████▎   | 566/900 [02:34<02:48,  1.98it/s]
 63%|██████▎   | 567/900 [02:34<02:51,  1.94it/s]
 65%|██████▍   | 583/900 [02:34<00:29, 10.57it/s]
 71%|███████▏  | 642/900 [02:39<00:19, 13.00it/s]
 72%|███████▏  | 646/900 [02:43<00:39,  6.42it/s]
