Preparing samples...
Loading datasets for 30 subjects...
Saving images to: /root/.cache/mmmu/images
Processing samples...
Skipping 0 samples with large images, 0.0% of dataset
Samples have been prepared
Benchmark time: 190.40395439998247
answers saved to: ./answer_sglang.json
Evaluating...
answers saved to: ./answer_sglang.json
{'Accounting': {'acc': 0.333, 'num': 30},
 'Agriculture': {'acc': 0.3, 'num': 30},
 'Architecture_and_Engineering': {'acc': 0.3, 'num': 30},
 'Art': {'acc': 0.467, 'num': 30},
 'Art_Theory': {'acc': 0.567, 'num': 30},
 'Basic_Medical_Science': {'acc': 0.267, 'num': 30},
 'Biology': {'acc': 0.333, 'num': 30},
 'Chemistry': {'acc': 0.2, 'num': 30},
 'Clinical_Medicine': {'acc': 0.333, 'num': 30},
 'Computer_Science': {'acc': 0.2, 'num': 30},
 'Design': {'acc': 0.533, 'num': 30},
 'Diagnostics_and_Laboratory_Medicine': {'acc': 0.3, 'num': 30},
 'Economics': {'acc': 0.467, 'num': 30},
 'Electronics': {'acc': 0.2, 'num': 30},
 'Energy_and_Power': {'acc': 0.233, 'num': 30},
 'Finance': {'acc': 0.333, 'num': 30},
 'Geography': {'acc': 0.4, 'num': 30},
 'History': {'acc': 0.2, 'num': 30},
 'Literature': {'acc': 0.667, 'num': 30},
 'Manage': {'acc': 0.267, 'num': 30},
 'Marketing': {'acc': 0.433, 'num': 30},
 'Materials': {'acc': 0.3, 'num': 30},
 'Math': {'acc': 0.267, 'num': 30},
 'Mechanical_Engineering': {'acc': 0.367, 'num': 30},
 'Music': {'acc': 0.267, 'num': 30},
 'Overall': {'acc': 0.343, 'num': 900},
 'Overall-Art and Design': {'acc': 0.458, 'num': 120},
 'Overall-Business': {'acc': 0.367, 'num': 150},
 'Overall-Health and Medicine': {'acc': 0.367, 'num': 150},
 'Overall-Humanities and Social Science': {'acc': 0.333, 'num': 120},
 'Overall-Science': {'acc': 0.313, 'num': 150},
 'Overall-Tech and Engineering': {'acc': 0.271, 'num': 210},
 'Pharmacy': {'acc': 0.367, 'num': 30},
 'Physics': {'acc': 0.367, 'num': 30},
 'Psychology': {'acc': 0.267, 'num': 30},
 'Public_Health': {'acc': 0.567, 'num': 30},
 'Sociology': {'acc': 0.2, 'num': 30}}
eval out saved to ./val_sglang.json
Overall accuracy: 0.343

----STDERR----

Loading datasets:   0%|          | 0/30 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Generating test split:   0%|          | 0/371 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 371/371 [00:00<00:00, 13396.06 examples/s]

Loading datasets:  17%|█▋        | 5/30 [00:19<00:50,  2.02s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1766.77 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12876.50 examples/s]


Generating test split:   0%|          | 0/505 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 505/505 [00:00<00:00, 29262.32 examples/s]

Loading datasets:  20%|██        | 6/30 [00:19<00:33,  1.39s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 2258.16 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8416.66 examples/s]


Generating test split:   0%|          | 0/326 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 326/326 [00:00<00:00, 8905.68 examples/s]

Loading datasets:  23%|██▎       | 7/30 [00:19<00:22,  1.02it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1845.92 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 6726.67 examples/s]


Generating test split:   0%|          | 0/245 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 245/245 [00:00<00:00, 11722.75 examples/s]

Loading datasets:  27%|██▋       | 8/30 [00:19<00:16,  1.35it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1223.04 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 9966.66 examples/s]


Generating test split:   0%|          | 0/603 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 603/603 [00:00<00:00, 19358.77 examples/s]

Loading datasets:  30%|███       | 9/30 [00:20<00:13,  1.50it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1204.15 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2849.78 examples/s]


Generating test split:   0%|          | 0/325 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 325/325 [00:00<00:00, 4410.19 examples/s]

Loading datasets:  33%|███▎      | 10/30 [00:21<00:15,  1.27it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 2104.52 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 9670.98 examples/s]


Generating test split:   0%|          | 0/432 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 432/432 [00:00<00:00, 37032.77 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 2028.00 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12489.24 examples/s]


Generating test split:   0%|          | 0/408 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 408/408 [00:00<00:00, 35826.24 examples/s]

Loading datasets:  40%|████      | 12/30 [00:21<00:08,  2.01it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1543.16 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 948.61 examples/s]


Generating test split:   0%|          | 0/162 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1536.94 examples/s][A
Generating test split: 100%|██████████| 162/162 [00:00<00:00, 1532.43 examples/s]

Loading datasets:  43%|████▎     | 13/30 [00:21<00:07,  2.43it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 521.46 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1301.00 examples/s]


Generating test split:   0%|          | 0/231 [00:00<?, ? examples/s][A

Generating test split:  42%|████▏     | 97/231 [00:00<00:00, 918.02 examples/s][A
Generating test split: 100%|██████████| 231/231 [00:00<00:00, 1313.73 examples/s]

Loading datasets:  47%|████▋     | 14/30 [00:22<00:10,  1.59it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1571.02 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4507.58 examples/s]


Generating test split:   0%|          | 0/278 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 278/278 [00:00<00:00, 3568.64 examples/s]

Loading datasets:  50%|█████     | 15/30 [00:23<00:07,  2.06it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1710.42 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 14491.43 examples/s]


Generating test split:   0%|          | 0/551 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 551/551 [00:00<00:00, 54261.73 examples/s]

Loading datasets:  53%|█████▎    | 16/30 [00:23<00:05,  2.57it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1524.31 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 6264.83 examples/s]


Generating test split:   0%|          | 0/305 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 305/305 [00:00<00:00, 8141.17 examples/s]

Loading datasets:  57%|█████▋    | 17/30 [00:23<00:04,  2.94it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1525.98 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 12902.90 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 44105.12 examples/s]

Loading datasets:  60%|██████    | 18/30 [00:23<00:03,  3.01it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 890.40 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 3605.01 examples/s]


Generating test split:   0%|          | 0/345 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 345/345 [00:00<00:00, 3939.57 examples/s]

Loading datasets:  63%|██████▎   | 19/30 [00:25<00:06,  1.63it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1306.15 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 6091.65 examples/s]


Generating test split:   0%|          | 0/565 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 565/565 [00:00<00:00, 6326.27 examples/s]

Loading datasets:  67%|██████▋   | 20/30 [00:25<00:05,  1.98it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 939.88 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2810.00 examples/s]


Generating test split:   0%|          | 0/112 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 112/112 [00:00<00:00, 2624.96 examples/s]

Loading datasets:  70%|███████   | 21/30 [00:25<00:04,  2.10it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1449.71 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 4181.76 examples/s]


Generating test split:   0%|          | 0/334 [00:00<?, ? examples/s][A


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A[A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1163.99 examples/s]



Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A[A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2556.20 examples/s]



Generating test split:   0%|          | 0/169 [00:00<?, ? examples/s][A[A
Generating test split: 100%|██████████| 334/334 [00:00<00:00, 3441.10 examples/s]

Loading datasets:  73%|███████▎  | 22/30 [00:25<00:03,  2.61it/s]
Generating test split: 100%|██████████| 169/169 [00:00<00:00, 2556.28 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1039.64 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10260.04 examples/s]


Generating test split:   0%|          | 0/458 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 458/458 [00:00<00:00, 27107.37 examples/s]

Loading datasets:  80%|████████  | 24/30 [00:26<00:01,  3.37it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 857.13 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 2002.82 examples/s]


Generating test split:   0%|          | 0/252 [00:00<?, ? examples/s][A

Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2114.72 examples/s][A
Generating test split: 100%|██████████| 252/252 [00:00<00:00, 2109.55 examples/s]

Loading datasets:  83%|████████▎ | 25/30 [00:30<00:05,  1.18s/it]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1713.22 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 11017.35 examples/s]


Generating test split:   0%|          | 0/430 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 430/430 [00:00<00:00, 23885.87 examples/s]

Loading datasets:  87%|████████▋ | 26/30 [00:30<00:03,  1.02it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 2369.40 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 10962.63 examples/s]


Generating test split:   0%|          | 0/181 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 181/181 [00:00<00:00, 29856.81 examples/s]


Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 1009.90 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 8090.86 examples/s]


Generating test split:   0%|          | 0/509 [00:00<?, ? examples/s][A
Generating test split: 100%|██████████| 509/509 [00:00<00:00, 20945.60 examples/s]

Loading datasets:  93%|█████████▎| 28/30 [00:31<00:01,  1.50it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 750.35 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 1342.65 examples/s]


Generating test split:   0%|          | 0/429 [00:00<?, ? examples/s][A

Generating test split:  50%|█████     | 215/429 [00:00<00:00, 1392.24 examples/s][A

Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1323.27 examples/s][A
Generating test split: 100%|██████████| 429/429 [00:00<00:00, 1291.71 examples/s]

Loading datasets:  97%|█████████▋| 29/30 [00:31<00:00,  1.39it/s]

Generating dev split:   0%|          | 0/5 [00:00<?, ? examples/s][A
Generating dev split: 100%|██████████| 5/5 [00:00<00:00, 224.08 examples/s]


Generating validation split:   0%|          | 0/30 [00:00<?, ? examples/s][A

Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 286.86 examples/s][A
Generating validation split: 100%|██████████| 30/30 [00:00<00:00, 285.95 examples/s]


Generating test split:   0%|          | 0/287 [00:00<?, ? examples/s][A

Generating test split:  29%|██▉       | 84/287 [00:00<00:00, 522.61 examples/s][A

Generating test split:  60%|█████▉    | 172/287 [00:00<00:00, 525.31 examples/s][A

Generating test split:  99%|█████████▉| 284/287 [00:00<00:00, 645.59 examples/s][A
Generating test split: 100%|██████████| 287/287 [00:00<00:00, 588.24 examples/s]

Loading datasets: 100%|██████████| 30/30 [00:35<00:00,  1.34s/it]
Loading datasets: 100%|██████████| 30/30 [00:35<00:00,  1.17s/it]

Processing samples:   0%|          | 0/900 [00:00<?, ?it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2744.82it/s]
Processing samples: 100%|██████████| 900/900 [00:00<00:00, 2743.94it/s]

  0%|          | 0/900 [00:00<?, ?it/s]
  0%|          | 1/900 [00:25<6:22:17, 25.51s/it]
  0%|          | 2/900 [00:26<2:46:53, 11.15s/it]
  0%|          | 3/900 [00:27<1:37:15,  6.51s/it]
  0%|          | 4/900 [00:28<1:04:54,  4.35s/it]
  1%|          | 5/900 [00:29<48:01,  3.22s/it]  
  1%|          | 6/900 [00:30<35:34,  2.39s/it]
  1%|          | 7/900 [00:30<24:56,  1.68s/it]
  1%|          | 9/900 [00:31<14:52,  1.00s/it]
  1%|          | 10/900 [00:31<11:41,  1.27it/s]
  1%|          | 11/900 [00:32<10:40,  1.39it/s]
  1%|▏         | 12/900 [00:32<09:26,  1.57it/s]
  1%|▏         | 13/900 [00:33<11:51,  1.25it/s]
  2%|▏         | 14/900 [00:34<10:34,  1.40it/s]
  2%|▏         | 15/900 [00:34<09:01,  1.63it/s]
  2%|▏         | 16/900 [00:35<08:44,  1.69it/s]
  2%|▏         | 18/900 [00:35<06:05,  2.41it/s]
  2%|▏         | 19/900 [00:35<05:38,  2.60it/s]
  4%|▍         | 35/900 [00:35<00:55, 15.53it/s]
  6%|▌         | 55/900 [00:36<00:32, 26.16it/s]
 11%|█         | 99/900 [00:36<00:15, 52.03it/s]
 14%|█▍        | 129/900 [00:46<01:46,  7.22it/s]
 15%|█▍        | 134/900 [00:56<03:41,  3.46it/s]
 15%|█▌        | 138/900 [00:58<03:58,  3.20it/s]
 16%|█▌        | 141/900 [00:58<03:51,  3.28it/s]
 16%|█▌        | 143/900 [01:00<04:13,  2.98it/s]
 16%|█▌        | 145/900 [01:01<04:13,  2.98it/s]
 16%|█▌        | 146/900 [01:01<04:14,  2.96it/s]
 16%|█▋        | 147/900 [01:02<04:33,  2.75it/s]
 17%|█▋        | 149/900 [01:02<04:43,  2.65it/s]
 17%|█▋        | 150/900 [01:03<04:31,  2.76it/s]
 17%|█▋        | 151/900 [01:05<07:27,  1.68it/s]
 17%|█▋        | 152/900 [01:05<07:47,  1.60it/s]
 17%|█▋        | 153/900 [01:06<07:34,  1.64it/s]
 17%|█▋        | 155/900 [01:06<05:05,  2.44it/s]
 19%|█▉        | 169/900 [01:07<01:27,  8.33it/s]
 29%|██▊       | 257/900 [01:14<00:59, 10.82it/s]
 29%|██▉       | 259/900 [01:21<01:56,  5.51it/s]
 29%|██▉       | 261/900 [01:22<02:01,  5.25it/s]
 29%|██▉       | 262/900 [01:23<02:08,  4.95it/s]
 29%|██▉       | 264/900 [01:23<02:16,  4.65it/s]
 29%|██▉       | 265/900 [01:25<02:52,  3.68it/s]
 30%|██▉       | 266/900 [01:25<02:56,  3.58it/s]
 30%|██▉       | 267/900 [01:25<02:53,  3.66it/s]
 30%|██▉       | 268/900 [01:26<03:02,  3.46it/s]
 30%|██▉       | 269/900 [01:26<02:55,  3.59it/s]
 30%|███       | 271/900 [01:26<02:40,  3.92it/s]
 30%|███       | 272/900 [01:27<02:38,  3.95it/s]
 30%|███       | 273/900 [01:28<04:13,  2.48it/s]
 30%|███       | 274/900 [01:28<04:03,  2.57it/s]
 31%|███       | 275/900 [01:28<03:40,  2.83it/s]
 31%|███       | 276/900 [01:29<03:54,  2.66it/s]
 31%|███       | 277/900 [01:30<05:15,  1.98it/s]
 31%|███       | 279/900 [01:30<03:40,  2.82it/s]
 31%|███       | 281/900 [01:31<05:30,  1.87it/s]
 31%|███▏      | 282/900 [01:32<05:50,  1.77it/s]
 31%|███▏      | 283/900 [01:32<04:58,  2.07it/s]
 32%|███▏      | 284/900 [01:33<04:10,  2.46it/s]
 32%|███▏      | 285/900 [01:33<04:36,  2.22it/s]
 32%|███▏      | 286/900 [01:33<04:05,  2.51it/s]
 32%|███▏      | 287/900 [01:35<06:44,  1.51it/s]
 32%|███▏      | 288/900 [01:35<05:55,  1.72it/s]
 35%|███▍      | 314/900 [01:35<00:32, 18.05it/s]
 37%|███▋      | 332/900 [01:35<00:18, 31.03it/s]
 43%|████▎     | 386/900 [01:43<00:52,  9.81it/s]
 44%|████▎     | 392/900 [01:47<01:18,  6.48it/s]
 44%|████▍     | 397/900 [01:49<01:35,  5.29it/s]
 45%|████▍     | 401/900 [01:50<01:37,  5.11it/s]
 45%|████▍     | 404/900 [01:52<01:52,  4.42it/s]
 45%|████▌     | 406/900 [01:52<01:51,  4.42it/s]
 45%|████▌     | 408/900 [01:53<02:09,  3.80it/s]
 46%|████▌     | 410/900 [01:53<01:59,  4.10it/s]
 46%|████▌     | 412/900 [01:54<01:57,  4.17it/s]
 46%|████▌     | 413/900 [01:54<01:57,  4.14it/s]
 46%|████▌     | 414/900 [01:55<02:15,  3.59it/s]
 46%|████▌     | 415/900 [01:55<02:24,  3.35it/s]
 46%|████▌     | 416/900 [01:55<02:39,  3.04it/s]
 46%|████▋     | 418/900 [01:56<02:51,  2.82it/s]
 47%|████▋     | 419/900 [01:56<02:34,  3.12it/s]
 47%|████▋     | 420/900 [01:57<02:32,  3.14it/s]
 47%|████▋     | 421/900 [01:57<02:42,  2.95it/s]
 47%|████▋     | 422/900 [01:57<02:34,  3.10it/s]
 47%|████▋     | 423/900 [01:59<04:18,  1.84it/s]
 47%|████▋     | 425/900 [01:59<03:01,  2.61it/s]
 47%|████▋     | 426/900 [02:00<03:59,  1.98it/s]
 49%|████▉     | 442/900 [02:00<00:40, 11.41it/s]
 51%|█████▏    | 462/900 [02:00<00:17, 25.15it/s]
 57%|█████▋    | 514/900 [02:07<00:38,  9.93it/s]
 58%|█████▊    | 519/900 [02:10<00:54,  6.98it/s]
 58%|█████▊    | 523/900 [02:12<01:05,  5.77it/s]
 58%|█████▊    | 526/900 [02:13<01:11,  5.26it/s]
 59%|█████▊    | 528/900 [02:14<01:15,  4.90it/s]
 59%|█████▉    | 530/900 [02:14<01:15,  4.92it/s]
 59%|█████▉    | 532/900 [02:14<01:10,  5.24it/s]
 59%|█████▉    | 534/900 [02:15<01:11,  5.13it/s]
 59%|█████▉    | 535/900 [02:15<01:15,  4.86it/s]
